date,high,low,close,adjclose
2004-11-18,44.490002,44.070000,44.380001,44.380001
2004-11-19,44.919998,44.470001,44.779999,44.779999
2004-11-22,44.970001,44.740002,44.950001,44.950001
2004-11-23,44.919998,44.720001,44.750000,44.750000
2004-11-24,45.049999,44.790001,45.049999,45.049999
2004-11-26,45.599998,45.060001,45.290001,45.290001
2004-11-29,45.500000,45.080002,45.400002,45.400002
2004-11-30,45.410000,44.820000,45.119999,45.119999
2004-12-01,45.590000,45.259998,45.380001,45.380001
2004-12-02,45.570000,44.680000,44.950001,44.950001
2004-12-03,46.000000,44.799999,45.599998,45.599998
2004-12-06,45.470001,45.110001,45.169998,45.169998
2004-12-07,45.320000,45.070000,45.110001,45.110001
2004-12-08,44.020000,43.360001,44.009998,44.009998
2004-12-09,43.900002,43.200001,43.779999,43.779999
2004-12-10,43.599998,43.310001,43.439999,43.439999
2004-12-13,44.009998,43.509998,43.910000,43.910000
2004-12-14,43.799999,43.509998,43.549999,43.549999
2004-12-15,44.169998,43.919998,43.990002,43.990002
2004-12-16,44.049999,43.580002,43.680000,43.680000
2004-12-17,44.220001,43.779999,44.189999,44.189999
2004-12-20,44.369999,44.130001,44.340000,44.340000
2004-12-21,44.240002,44.049999,44.220001,44.220001
2004-12-22,44.230000,43.889999,44.020000,44.020000
2004-12-23,44.349998,44.049999,44.270000,44.270000
2004-12-27,44.560001,44.270000,44.480000,44.480000
2004-12-28,44.470001,44.290001,44.369999,44.369999
2004-12-29,44.020000,43.349998,43.660000,43.660000
2004-12-30,43.880001,43.490002,43.830002,43.830002
2004-12-31,43.939999,43.730000,43.799999,43.799999
2005-01-03,43.169998,42.740002,43.020000,43.020000
2005-01-04,42.910000,42.459999,42.740002,42.740002
2005-01-05,42.880001,42.599998,42.669998,42.669998
2005-01-06,42.560001,42.070000,42.150002,42.150002
2005-01-07,42.389999,41.700001,41.840000,41.840000
2005-01-10,42.070000,41.889999,41.950001,41.950001
2005-01-11,42.279999,42.119999,42.209999,42.209999
2005-01-12,42.790001,42.480000,42.599998,42.599998
2005-01-13,42.599998,42.340000,42.599998,42.599998
2005-01-14,42.320000,42.130001,42.320000,42.320000
2005-01-18,42.380001,42.150002,42.320000,42.320000
2005-01-19,42.650002,42.200001,42.259998,42.259998
2005-01-20,42.320000,42.110001,42.250000,42.250000
2005-01-21,42.820000,42.290001,42.740002,42.740002
2005-01-24,42.820000,42.669998,42.770000,42.770000
2005-01-25,42.560001,42.099998,42.240002,42.240002
2005-01-26,42.779999,42.560001,42.689999,42.689999
2005-01-27,42.650002,42.400002,42.619999,42.619999
2005-01-28,42.730000,42.430000,42.689999,42.689999
2005-01-31,42.299999,41.959999,42.220001,42.220001
2005-02-01,42.139999,41.950001,42.099998,42.099998
2005-02-02,42.230000,42.020000,42.160000,42.160000
2005-02-03,41.740002,41.500000,41.680000,41.680000
2005-02-04,41.650002,41.389999,41.470001,41.470001
2005-02-07,41.549999,41.209999,41.270000,41.270000
