date,high,low,close,adjclose
2000-05-26,45.718750,45.312500,45.718750,32.505745
2000-05-30,47.406250,46.375000,47.406250,33.705532
2000-05-31,48.187500,47.562500,47.578125,33.827740
2000-06-01,48.656250,48.554688,48.656250,34.594280
2000-06-02,51.187500,50.859375,51.187500,36.393970
2000-06-05,51.562500,50.937500,51.000000,36.260677
2000-06-06,52.406250,51.343750,51.500000,36.616184
2000-06-07,51.562500,50.718750,51.562500,36.660603
2000-06-08,52.125000,51.437500,51.437500,36.571724
2000-06-09,52.343750,51.906250,52.343750,37.216076
2000-06-12,52.500000,50.750000,50.789062,36.110706
2000-06-13,51.437500,50.187500,51.437500,36.571724
2000-06-14,51.859375,51.187500,51.187500,36.393970
2000-06-15,51.250000,50.382812,51.250000,36.438416
2000-06-16,51.500000,50.968750,50.968750,36.238449
2000-06-19,52.250000,51.015625,52.250000,37.149422
2000-06-20,52.671875,52.125000,52.593750,37.393829
2000-06-21,52.937500,52.125000,52.843750,37.593018
2000-06-22,53.000000,51.250000,51.250000,36.459206
2000-06-23,51.750000,50.500000,50.906250,36.214691
2000-06-26,51.531250,50.875000,51.531250,36.659294
2000-06-27,52.062500,50.718750,50.718750,36.081299
2000-06-28,52.187500,50.937500,52.000000,36.992779
2000-06-29,51.843750,51.031250,51.187500,36.414749
2000-06-30,51.679688,50.796875,51.679688,36.764904
2000-07-03,52.406250,51.500000,52.406250,37.281773
2000-07-05,52.125000,51.632812,51.812500,36.859390
2000-07-06,52.421875,51.343750,52.421875,37.292892
2000-07-07,52.953125,52.429688,52.750000,37.526321
2000-07-10,53.281250,52.718750,53.093750,37.770866
2000-07-11,53.296875,52.843750,53.031250,37.726391
2000-07-12,54.093750,53.250000,54.093750,38.482262
2000-07-13,54.265625,54.000000,54.265625,38.604530
2000-07-14,54.546875,53.875000,54.312500,38.637882
2000-07-17,54.593750,54.218750,54.500000,38.771263
2000-07-18,54.140625,53.562500,53.562500,38.104328
2000-07-19,53.390625,52.625000,52.625000,37.437397
2000-07-20,53.500000,53.125000,53.500000,38.059868
2000-07-21,53.187500,52.031250,52.031250,37.014988
2000-07-24,52.312500,51.164062,51.273438,36.475880
2000-07-25,51.679688,51.062500,51.375000,36.548145
2000-07-26,51.281250,50.468750,51.281250,36.481457
2000-07-27,51.179688,49.875000,49.875000,35.481030
2000-07-28,50.164062,48.875000,49.000000,34.858589
2000-07-31,50.250000,48.687500,50.250000,35.747810
2000-08-01,50.062500,49.640625,49.921875,35.514404
2000-08-02,50.281250,49.500000,50.000000,35.569969
2000-08-03,50.062500,49.031250,49.968750,35.547726
2000-08-04,50.578125,49.921875,50.218750,35.725578
2000-08-07,51.148438,50.406250,51.148438,36.386971
2000-08-08,51.156250,50.906250,50.906250,36.214691
2000-08-09,51.281250,50.539062,50.539062,35.953480
2000-08-10,50.593750,50.093750,50.250000,35.747810
2000-08-11,51.125000,49.750000,51.125000,36.370296
2000-08-14,51.656250,50.937500,51.656250,36.748230
2000-08-15,51.625000,50.906250,50.906250,36.214691
2000-08-16,51.531250,50.937500,51.156250,36.392521
2000-08-17,51.843750,51.218750,51.625000,36.725990
2000-08-18,51.937500,51.437500,51.546875,36.670418
2000-08-21,51.921875,51.406250,51.734375,36.803802
2000-08-22,52.093750,51.656250,51.656250,36.748230
2000-08-23,51.750000,51.375000,51.578125,36.692657
2000-08-24,52.625000,51.859375,52.343750,37.237312
2000-08-25,52.687500,52.218750,52.562500,37.392944
2000-08-28,53.125000,52.562500,52.656250,37.459618
2000-08-29,53.156250,52.625000,53.156250,37.815304
2000-08-30,53.406250,52.921875,53.218750,37.859783
2000-08-31,54.156250,53.406250,53.750000,38.237713
2000-09-01,54.281250,53.742188,54.187500,38.548962
2000-09-05,54.281250,53.812500,53.812500,38.282177
2000-09-06,54.062500,53.500000,53.578125,38.115463
2000-09-07,54.406250,53.812500,54.375000,38.682335
2000-09-08,54.218750,53.437500,53.437500,38.015388
2000-09-11,53.914062,53.312500,53.500000,38.059868
2000-09-12,53.812500,53.250000,53.328125,37.937607
2000-09-13,53.687500,53.093750,53.593750,38.126583
2000-09-14,54.109375,53.585938,53.906250,38.348873
2000-09-15,53.687500,52.812500,52.906250,37.637478
2000-09-18,53.140625,51.507812,51.656250,36.748230
2000-09-19,52.718750,51.632812,52.500000,37.348484
2000-09-20,52.312500,51.625000,51.906250,37.051704
2000-09-21,52.000000,50.937500,50.937500,36.360184
2000-09-22,51.593750,50.000000,51.593750,36.828613
2000-09-25,52.179688,51.625000,51.656250,36.873238
2000-09-26,51.625000,50.656250,50.921875,36.349030
2000-09-27,51.406250,50.500000,50.687500,36.181747
2000-09-28,52.156250,50.781250,52.062500,37.163254
2000-09-29,52.195312,51.812500,51.812500,36.984779
2000-10-02,52.203125,50.968750,50.968750,36.382500
2000-10-03,51.585938,50.226562,50.226562,35.852707
